text,incident_type,source,source_url,article_title,date
"Almost 12% of all requests that used the DELETE method were part of an HTTP DDoS attack. After DELETE, we see that HEAD, PATCH and GET are the methods most commonly used in DDoS attack requests.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q3/,4.2 Tbps of bad packets and a whole lot more: Cloudflare's Q3 DDoS report,
"While 80% of DDoS attack requests were over HTTP/2 and 19% were over HTTP/1.1, they represented a much smaller portion when normalized by the total traffic by version. When we normalize the attack requests by all requests by version, we see a different picture. Over half of traffic to the non-standard or mislabeled “HTTP/1.2” version was malicious and part of DDoS attacks. It's important to note that “HTTP/1.2” is not an official version of the protocol.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q3/,4.2 Tbps of bad packets and a whole lot more: Cloudflare's Q3 DDoS report,
The vast majority of HTTP DDoS attacks are actually encrypted — almost 94% — using HTTPS.,Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q3/,4.2 Tbps of bad packets and a whole lot more: Cloudflare's Q3 DDoS report,
"China was the most attacked location in the third quarter of 2024. The United Arab Emirates was ranked second, with Hong Kong in third place, followed closely by Singapore, Germany, and Brazil.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q3/,4.2 Tbps of bad packets and a whole lot more: Cloudflare's Q3 DDoS report,
"In the third quarter of 2024, Banking & Financial Services was the most targeted by DDoS attacks. Information Technology & Services was ranked in second place, followed by the Telecommunications, Service Providers, and Carriers sector.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q3/,4.2 Tbps of bad packets and a whole lot more: Cloudflare's Q3 DDoS report,
"Cryptocurrency, Internet, Gambling & Casinos, and Gaming followed closely behind as the next most targeted industries. Consumer Electronics, Construction & Civil Engineering, and the Retail industries rounded out the top ten most attacked industries.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q3/,4.2 Tbps of bad packets and a whole lot more: Cloudflare's Q3 DDoS report,
"For a few years now, we’ve been surveying our customers that have been subjected to DDoS attacks. The survey covers various factors, such as the nature of the attack and the threat actors. In the case of threat actors, while 80% of survey respondents said that they don’t know who attacked them, 20% said they did. Of those, 32% said that the threat actors were extortionists. Another 25% said a competitor attacked them, and another 21% said that a disgruntled customer or user was behind the attack. 14% of respondents said that the attacks were carried out by a state or a state-sponsored group. Lastly, 7% said that they mistakenly attacked themselves. One example of when a self-DDoS attack occurs is a post-firmware update for IoT devices that causes all devices tophone homeat the same time, resulting in a flood of traffic.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q3/,4.2 Tbps of bad packets and a whole lot more: Cloudflare's Q3 DDoS report,
"While extortionists were the most common threat actor, overall, reports ofRansom DDoS attacksdecreased by 42% QoQ, but increased 17% YoY. A total of 7% of respondents reported being subjected to a Ransom DDoS attack or threatened by the attacker. In August, however, that figure increased to 10% — that’s one out of ten.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q3/,4.2 Tbps of bad packets and a whole lot more: Cloudflare's Q3 DDoS report,
"Indonesia was the largest source of DDoS attacks in the third quarter of 2024. The Netherlands was the second-largest source, followed by Germany, Argentina, and Colombia.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q3/,4.2 Tbps of bad packets and a whole lot more: Cloudflare's Q3 DDoS report,
"For service providers that operate their own networks and infrastructure, it can be difficult to identify who is using their infrastructure for malicious intent, such as generating DDoS attacks. For this reason, we provide afree threat intelligence feed to network operators. This feed provides service providers information on IP addresses from within their networks that we’ve seen participate in subsequent DDoS attacks.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q3/,4.2 Tbps of bad packets and a whole lot more: Cloudflare's Q3 DDoS report,
"On that note,Hetzner (AS24940), a German-based IT provider, was the largest source of HTTP DDoS attacks in the third quarter of 2024.Linode (AS63949), a cloud computing platform acquired by Akamai in 2022, was the second-largest source of HTTP DDoS attacks.Vultr (AS64515), a Florida-based service provider, came in third place.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q3/,4.2 Tbps of bad packets and a whole lot more: Cloudflare's Q3 DDoS report,
"This quarter, we observed an unprecedented surge in hyper-volumetric DDoS attacks, with peaks reaching 3.8 Tbps and 2.2 Bpps. This mirrors a similar trend from the same period last year, when application layer attacks in theHTTP/2 Rapid Resetcampaign exceeded 200 million requests per second (Mrps). These massive attacks are capable of overwhelming Internet properties, particularly those relying on capacity-limited cloud services or on-premise solutions.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q3/,4.2 Tbps of bad packets and a whole lot more: Cloudflare's Q3 DDoS report,
"The increasing use of powerful botnets, fueled by geopolitical tensions and global events, is expanding the range of organizations at risk — many of which were not traditionally considered prime targets for DDoS attacks. Unfortunately, too many organizations reactively deploy DDoS protections after an attack has already caused significant damage.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q3/,4.2 Tbps of bad packets and a whole lot more: Cloudflare's Q3 DDoS report,
"Our always-on DDoS protection runs inside every server across our global network.  It constantly analyzes incoming traffic, looking for signals associated with previously identified DDoS attacks. We dynamically createfingerprintsto flag malicious traffic, which is dropped when detected in high enough volume — so it never reaches its destination — keeping customer websites online.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/training-a-million-models-per-day-to-save-customers-of-all-sizes-from-ddos/,Training a million models per day to save customers of all sizes from DDoS attacks,
"In many cases, flagging bad traffic can be straightforward. For example, if we see too many requests to a destination with the same protocol violation, we can be fairly sure this is an automated script, rather than a surge of requests from a legitimate web browser.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/training-a-million-models-per-day-to-save-customers-of-all-sizes-from-ddos/,Training a million models per day to save customers of all sizes from DDoS attacks,
"Our DDoS systems are great at detecting attacks, but there’s a minor catch. Much like the human immune system, they are great at spotting attacks similar to things they have seen before. But for new and novel threats, they need a little help knowing what to look for, which is an expensive and time-consuming human endeavor.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/training-a-million-models-per-day-to-save-customers-of-all-sizes-from-ddos/,Training a million models per day to save customers of all sizes from DDoS attacks,
"Cloudflare protects millions of Internet properties, and we serve over 60 million HTTP requests per second on average, so trying to find unmitigated attacks in such a huge volume of traffic is a daunting task. In order to protect the smallest of companies, we need a way to find unmitigated attacks that may only be a few thousand requests per second, as even these can be enough to take smaller sites offline.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/training-a-million-models-per-day-to-save-customers-of-all-sizes-from-ddos/,Training a million models per day to save customers of all sizes from DDoS attacks,
"To better protect our customers, we also have a system to automatically identify unmitigated, or partially mitigated DDoS attacks, so we can better shore up our defenses against emerging threats. In this post we will introduce this anomaly detection pipeline, we’ll provide an overview of how it builds statistical models which flag unusual traffic and keep our customers safe. Let’s jump in!",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/training-a-million-models-per-day-to-save-customers-of-all-sizes-from-ddos/,Training a million models per day to save customers of all sizes from DDoS attacks,
